0,1,2,3,4,5,6,7
0.42121053,0.19141194,-0.019937038,-0.3538715,0.0,0.0,3.2377868,3.0028768
0.89967024,-0.106674775,1.0469443,-0.0037917793,0.0,0.0,9.587592,14.511783
0.6171669,-0.36940926,0.90792704,0.16270196,0.0,5.395616,0.0,5.641982
-0.85039014,0.24973491,-0.15023333,-0.12263538,0.0,0.0,8.370833,1.6914028
2.4489374,-0.55139774,3.5916872,1.0986019,0.0,14.059423,0.0,12.392025
0.3351743,-0.31122324,0.49191132,0.0045883097,0.0,0.0,11.810561,0.45571417
0.73798037,1.8848714,-1.1364719,-1.5230252,0.0,0.0,8.7835245,2.7953494
-3.1400113,0.91112876,-0.43991128,0.16482441,0.0,0.0,20.337843,37.667725
-0.30791017,1.1442466,-0.6775985,-0.7936574,0.0,0.481894,1.8038077,3.2814233
3.0025835,3.231084,-0.053026766,-2.044298,0.0,0.0,25.612604,25.265057
1.9609476,1.0426446,1.2180544,-0.6594568,0.0,0.0,37.89769,11.813688
-0.55129206,-0.124880776,0.05101542,0.0051167533,0.0,2.2353532,0.0,0.7087821
-0.38630617,-0.23919804,0.8745327,0.30122185,0.0,0.0,7.43834,1.812212
41.471935,60.41657,-16.472836,-35.675415,0.0,8.904268,9.717618,34.9164
-0.35097778,0.91755474,-0.5474684,-0.65109825,0.0,1.6804662,2.32766,4.8155737
0.26652506,0.0022849143,0.011145577,-0.26018554,0.0,0.7364779,1.3999767,2.034215
-0.25283632,-0.15146002,0.05496496,-0.066556856,1.145073,0.0,0.618423,0.06531832
-6.4542975,4.172703,-2.1656134,-0.7406145,0.0,0.0,15.321763,1.3869375
0.34538606,-0.37804928,0.5900543,0.15178412,0.0,0.0,22.834059,7.884753
-0.17230342,0.028657794,-0.05015534,-0.19331482,0.7084615,0.4313751,0.0,2.1228166
0.9090583,1.0212085,-0.35750732,-0.86151063,0.0,0.0,15.74323,10.251371
0.614495,1.4922239,-0.909255,-1.2618641,0.0,0.0,6.1106815,6.0790033
0.05392294,-0.3251181,0.20424774,0.06620594,0.0,0.0,30.45132,14.150187
-0.8447074,0.16008702,-0.09961817,-0.07287367,0.0,0.0,11.236863,2.8273914
1.7945514,-0.49560702,2.6607609,0.78223664,0.0,5.065143,0.0,3.8115358
0.026422616,-0.3139006,0.19889751,0.007362202,0.0,0.0,6.3325214,7.6625776
-10.075725,5.4973955,-2.7817357,-0.44572738,0.0,0.55735713,4.5341144,9.1831255
-10.63623,13.713891,-7.4192867,-4.9949827,0.0,1.1682701,7.633965,19.661406
0.31043753,0.02518028,0.033936493,-0.25877887,0.0,0.0,1.5574697,0.74934715
1.0621072,0.020608127,1.1506675,-0.07749236,0.0,0.0,4.7587714,4.715651
-0.23393606,0.49249873,-0.31083885,-0.44139713,0.0,0.0,3.544221,1.0380318
-0.0024340637,-0.1758528,3.1862416,1.2478915,0.0,0.0,1.7924795,0.9325647
-5.300151,0.86842465,5.269306,2.473956,0.0,0.0,5.0831094,2.070353
-1.0120835,2.4091265,-1.3685002,-1.3140434,0.0,1.9315021,0.4134208,1.6742083
4.8618655,-0.75400615,6.7419505,2.0474708,0.0,13.329771,0.0,23.604488
-3.6310647,1.5397757,-0.778034,-0.052722484,0.0,0.0,48.40001,30.71503
-0.15967242,-0.22237568,0.091700286,-0.05301557,0.45891866,0.0,0.8305374,0.0
-4.87378,10.299812,-5.6983333,-4.715043,1.743016,0.0,0.0,2.590849
-0.58692527,-0.21011479,0.13360825,0.056527168,0.0,2.8987184,0.0,4.458319
11.820982,0.9593476,14.269407,2.7713616,2.0314045,0.0,0.40246195,0.5845186
0.08699354,-0.3026692,0.22337598,-0.038087584,0.0,2.8291934,0.8149768,5.069116
0.85510266,1.1362077,-0.53245413,-0.9933929,0.0,0.0,16.671597,13.768391
0.6503025,13.530373,-7.735752,-8.176651,0.0,2.8772166,0.0,10.335981
-1.2207227,0.6141602,-0.3430505,-0.2237976,0.0,0.94870174,1.2202396,1.5508456
0.33730435,-0.37582192,0.65511787,0.2129274,0.0,0.0,20.757408,15.59642
-0.2754036,0.063204646,-0.06590076,-0.18310344,4.2634964,0.0,0.47556397,0.54137075
0.34898964,0.20739737,-0.11248943,-0.40496203,0.0,0.0,1.8466244,2.2529466
0.033053555,-0.26982912,0.14967574,-0.06123236,0.0,1.6433673,0.8003391,2.5244586
0.16169131,-0.26802433,0.21035382,-0.06979799,0.0,0.0,5.066332,5.598113
-1.4589674,1.7011062,-0.9504303,-0.77782166,0.0,8.476103,0.0,6.60243
22.071486,23.007315,3.2030342,-12.574136,0.0,11.365908,0.0,16.969841
9.394916,13.621821,-3.9851496,-8.254982,0.0,0.0,3.217227,2.6073592
-0.11465733,-0.24488655,0.1027859,-0.05321423,0.0,0.555382,1.5995544,2.1226172
0.57346576,0.037675023,0.42704841,-0.21885413,0.0,0.7557418,0.0,0.6498406
-0.6934594,-0.13365807,0.061288677,0.0515536,0.0,3.3747406,0.0,3.6572785
-0.10860829,-0.32534695,0.308133,0.13295744,0.0,4.527799,0.0,1.8176129
-0.069248244,-0.2066564,2.3875144,0.9029676,0.0,0.0,12.1345625,19.588518
-0.04850303,-0.29353255,0.95071864,0.3085692,12.988267,0.0,1.9094476,2.1249228
2.2574003,9.782505,-5.6707344,-6.4951267,0.0,0.0,0.0,1.567799
0.23210259,-0.36304724,0.3974265,0.12062025,0.0,0.0,13.19896,2.3337135
1.7031323,4.171568,-2.4688995,-3.1156132,0.0,0.0,25.068897,10.77516
-9.742374,6.21604,-3.2015991,-0.95497876,0.0,0.0,20.926138,11.399201
-2.3264654,0.14102766,0.23172955,0.30633616,0.0,2.188467,1.9171511,6.2863326
1.6491714,0.64263,1.2567521,-0.42598253,0.0,0.0,16.572796,6.0911503
3.828536,1.888497,2.8959136,-0.8506421,0.0,0.0,3.962975,1.9395224
2.7459877,0.69977915,2.751267,-0.17528808,0.0,1.8656204,1.2389265,4.796991
-0.7243351,1.2241527,-0.707387,-0.7182134,0.0,0.53187686,1.431952,1.4573733
0.115206,-0.34979928,0.26359707,0.13324317,0.0,0.0,5.991733,4.2146473
0.3529331,-0.274003,0.48460782,-0.028021716,1.0562124,0.0,0.21756706,0.2693144
-2.0040627,3.117802,-1.7333325,-1.4316076,0.0,5.0812373,0.0,10.256634
-0.13141376,-0.1833319,0.06851113,-0.08363836,0.0,2.596225,0.6962913,3.3932478
0.10544388,-0.25722563,0.16100056,-0.076697245,0.0,0.0,9.372659,6.962757
-0.10798022,1.228321,-0.7327144,-0.9001022,0.0,0.0,10.358037,6.4582024
0.45912042,-0.19712456,0.54642975,-0.06250573,0.0,0.27381045,0.0,2.697936
-3.3978984,0.59675384,-0.25206456,0.42023432,0.0,0.0,17.875193,28.764172
12.247974,8.112119,7.5499096,-3.6272476,0.0,0.0,47.66475,40.128372
0.2691997,-0.37431625,0.47210914,0.15703699,0.0,0.0,13.480674,7.0248036
-0.088704064,-0.10108855,0.02029106,-0.14324635,0.0,0.7928433,0.7397429,0.63060766
0.86798906,-0.41570565,1.4235239,0.38730976,0.0,3.3302753,0.0,6.117378
0.942143,0.48303762,0.4086739,-0.46914798,0.0,0.6650608,0.0,2.6595278
0.37941545,0.17846528,-0.050709248,-0.36325312,0.0,0.0,1.9448818,2.5320387
-1.1522753,-0.104582936,0.8701385,0.34544334,0.0,0.0,23.580515,12.894957
6.6907663,13.8466015,-7.4289722,-9.597678,0.0,0.0,12.507512,1.6217135
2.5828972,-0.3360265,3.4280028,0.8206729,0.0,0.0,21.349566,17.857584
-0.21083675,0.36483374,-0.23931837,-0.37490326,0.0,0.0,1.897591,0.45726198
6.546774,4.642823,3.4806435,-2.3272154,0.0,4.441293,0.0,2.661721
-0.1668053,-0.3038925,0.16813624,0.057107083,0.0,1.0579195,0.53479433,0.5412157
0.36168393,-0.008835614,0.15541682,-0.22260648,0.0,0.0,2.702633,0.95231646
0.960747,0.30339953,0.66622615,-0.33043018,0.0,0.0,2.493856,3.4840174
0.3024363,-0.34373528,1.1802332,0.39108154,0.0,0.0,7.5714645,16.34361
0.016628377,-0.25299257,0.121407196,-0.07297994,0.0,0.0,9.222831,2.1966457
3.8400085,4.2388425,-0.095582336,-2.6062834,0.0,0.0,21.453295,19.825754
0.2993521,-0.064732045,0.13271025,-0.19417985,0.0,0.0,1.4824557,0.017229073
0.65647906,-0.083914906,0.69479287,-0.10151775,0.0,0.0,4.142156,2.851669
-0.8278762,0.53973806,-0.31549266,-0.29552037,0.0,6.15911,0.0,6.4697814
-0.25666308,-0.00020825863,-0.030646354,-0.15219134,2.8784077,0.0,0.0,0.9421851
1.2642226,0.32408437,1.0809399,-0.26944286,0.0,1.2102519,0.4780184,1.8684288
-0.14433952,-0.3202291,0.21058197,0.10279548,0.0,0.5848039,0.8973362,0.38085085
0.24432136,-0.16117361,0.17578807,-0.13566275,0.0,0.0,2.469646,0.26721752
1.4485513,-0.17524084,1.8161054,0.25996178,0.0,8.270477,0.0,14.703899
3.0139816,3.1310158,0.09771362,-1.9704323,0.0,0.0,22.222633,22.212948
-0.42162704,0.26898232,-0.17712069,-0.25854117,0.65818894,0.0,0.86512125,0.0
0.8038066,0.02545178,0.7760539,-0.15071453,0.0,0.0,3.9435945,3.1659312
1.0171043,1.7034394,-0.94399977,-1.4271994,0.0,0.0,8.744966,16.503162
0.2549938,-0.21238863,0.26326597,-0.098734975,0.0,0.0,2.2548857,0.0
0.59643793,-0.05285278,0.57235694,-0.14281765,0.0,0.5841215,0.0,1.3361623
1.0964844,0.20456025,0.982455,-0.21743806,0.0,0.3023165,1.6551331,1.3676156
-0.24799769,-0.21188974,1.6440227,0.57374895,0.0,0.0,6.2794986,2.4947183
6.4218874,-0.5547905,8.599529,2.3903449,0.0,0.02619356,6.109279,19.902384
2.2153738,2.3429847,-0.09175131,-1.5584695,0.0,0.0,7.24872,3.9434824
-3.2243764,7.3237133,-4.0724545,-3.4884796,2.7116501,0.0,0.0,0.092082284
-2.0543869,0.4685854,-0.22945458,0.10247944,0.0,1.8827832,3.1302533,8.337363
0.14977698,-0.35564116,0.29277408,0.130404,0.0,0.0,7.4062023,4.5511327
-0.32168326,0.46257892,-0.29060617,-0.3986827,0.0,0.0,4.642612,0.8893226
-0.29285562,-0.281994,0.44240442,0.124021366,0.0,0.0,9.815479,4.474296
1.3487115,-0.061407387,1.5896752,0.10865472,0.0,2.3704903,2.3318892,8.603794
-3.7433462,3.1649852,-1.6952813,-0.9521457,0.0,18.923027,0.0,13.972323
1.2266212,-0.4199174,2.6310525,0.92144036,0.0,6.4632745,0.0,25.61238
-0.004834611,0.15500441,-0.12802851,-0.3145508,0.0,0.0,2.1147656,5.291076
0.53028107,-0.114702195,0.5504631,-0.11010815,0.0,0.9487007,0.0,1.0747346
6.9890656,5.4508896,3.1261518,-2.8437502,0.0,1.3242767,0.0,2.4122357
-0.078140214,-0.3318318,0.2290841,0.118095845,0.0,0.0,2.9069238,3.2779877
-0.35882333,3.5913017,-2.0630867,-2.182314,0.0,9.810919,0.0,5.8136144
-0.35276031,0.0599401,-0.061167732,-0.15870285,2.851779,0.0,0.6113379,0.3448535
2.3256674,0.678705,2.180293,-0.27376467,0.0,2.940502,1.7183384,8.6127
11.779285,5.5580683,9.930358,-1.70264,0.0,0.0,27.877047,42.3226
0.6460132,-0.1550772,0.7624843,-0.045710742,0.0,0.0,4.718422,4.16182
23.015001,29.308306,-3.7152655,-16.907394,0.0,5.881756,0.0,8.195879
-11.915866,10.710851,-5.669002,-2.8999562,7.751285,0.0,0.048850298,1.1264364
0.8836471,3.1330159,-1.8495485,-2.2813077,0.0,0.0,19.65727,5.3238134
-0.16872722,0.30902895,-0.20924813,-0.35516036,0.0,0.0,1.7392092,0.46896732
0.05206291,-0.3466219,0.4416077,0.22017488,0.0,0.0,16.141895,11.843805
-0.29652196,-0.28973365,0.29927683,0.06564726,0.0,0.0,18.063705,8.448563
0.4181859,-0.1858698,0.47436926,-0.08242024,0.5794947,0.0,0.0,1.9213117
0.10098415,-0.093749434,0.029400185,-0.18784101,0.0,0.0,5.726864,3.3453608
-17.093859,6.7902913,-3.2532759,0.8566033,0.0,4.1962705,0.0,2.9954238
-0.22699086,-0.117065296,0.034501538,-0.09381044,0.0,3.5642426,0.0,3.2410672
13.798016,10.506593,6.8383994,-5.091694,0.0,0.0,25.504967,19.301819
-1.5818546,0.47416154,-0.2502216,-0.03833202,0.0,1.1461027,1.2782217,2.6243596
-10.712702,1.8980819,0.66704667,1.4741371,0.0,11.497837,0.0,14.424518
0.38019872,0.7333324,-0.4702637,-0.7583765,0.0,0.0,3.7372956,6.8468304
3.7353737,5.9581738,-2.4462419,-3.920328,0.0,0.0,21.03673,13.950251
47.951366,61.680702,-8.115331,-35.342285,0.0,1.7318697,11.835125,27.200935
0.8084321,-0.041003704,0.8614421,-0.095760286,0.0,0.0,9.224389,6.591337
1.4767488,0.08887628,1.6263514,0.0011877418,0.0,0.0,16.961798,7.1127768
1.6710421,-0.47332838,2.842955,0.9169309,0.0,9.602263,0.0,25.86502
-0.028235804,-0.19899683,0.073548324,-0.10470194,0.0,0.33999714,1.7604927,2.1999404
-0.7508963,0.87633836,-0.5092001,-0.51099265,0.0,0.45781773,1.2636143,1.0711504
2.62778,0.36725965,2.8780322,0.124507666,0.0,0.0,9.216034,1.531627
1.8336357,0.645725,1.5147625,-0.37787604,0.0,0.0,25.924309,8.526787
-0.45918,-0.20040973,0.090405494,0.021610249,0.0,6.040934,0.0,10.536999
0.29398075,1.0217466,-0.6305709,-0.8986847,0.0,0.25279456,2.4124556,8.446599
1.153295,0.5837418,0.6008278,-0.50024796,0.0,3.3364425,0.0,3.1447878
7.239137,11.7244005,-4.6721067,-7.390333,0.0,0.0,2.786614,1.8081042
-2.307733,2.8766134,-1.5852739,-1.20484,0.0,8.242008,0.0,16.639786
-1.3464198,0.083701134,-0.03761755,0.11704801,0.0,0.6762749,1.4229957,2.7407918
-5.0097046,2.6557524,-1.359384,-0.29128486,0.0,0.0,16.473164,2.1993127
8.132829,3.3824828,7.289369,-0.9145216,0.0,10.257814,0.0,17.913366
0.2457976,-0.3084811,0.35821775,-0.012608187,0.0,0.0,7.690455,0.4752602
-8.092866,3.5304897,-1.7404537,0.104913026,0.0,3.7951963,2.1337285,9.293626
0.1797553,-0.20262371,0.14109612,-0.11504544,0.0,0.0,7.7190804,5.2088265
0.22932921,-0.36921418,0.49012077,0.19777,0.0,0.0,19.492266,10.011667
2.5052986,-0.0763351,3.0986784,0.5331012,0.0,0.0,25.496702,14.52332
1.0237348,1.0266929,-0.19801155,-0.8365934,0.0,0.0,4.568011,11.873886
0.22146483,-0.30363643,0.32950956,-0.037766367,0.0,0.0,4.4600477,0.23752207
-0.055987347,-0.33696675,0.27398783,0.13495283,0.0,1.7934568,0.0,0.9749351
1.6340077,1.3628134,0.31106737,-0.96744436,0.0,0.0,14.95609,5.0263696
4.3509297,-0.68870234,6.9592667,2.3613718,0.0,4.1574497,0.0,5.707866
-0.4818498,0.0013094246,-0.023116812,-0.08748173,1.9582099,0.0,1.2982686,0.19962767
0.19744106,-0.35034493,0.3492869,0.074969865,0.0,0.0,21.94617,2.2114449
-6.355841,40.509598,-22.77089,-21.609945,0.0,27.380798,0.0,67.60636
-1.918126,1.386791,-0.75511837,-0.46383077,0.0,4.290444,0.0,12.547001
1.5889084,-0.04185787,1.8838322,0.17364606,0.0,2.4179375,2.3644547,10.468929
0.75025344,-0.4106626,1.121642,0.26041862,0.0,4.5446463,0.0,5.788836
-0.9500517,3.0323653,-1.7241637,-1.6895611,0.0,4.2704525,0.0,3.8185585
-4.4462233,0.49911717,0.9922862,0.5074253,0.0,0.0,7.6858273,13.532985
-0.38194504,0.4212604,-0.26493493,-0.35743514,0.0,0.0,6.9391212,1.8325315
1.5558624,0.8455367,0.8650178,-0.60360706,0.0,0.0,32.16234,6.40554
0.3508903,-0.08400926,0.24149707,-0.1726175,0.0,0.26558572,0.0,1.486138
-0.046597484,-0.3299366,0.44357556,0.21340299,0.0,10.558274,0.0,8.80957
-7.1846595,3.8789382,-1.9718484,-0.3594286,0.0,1.03974,1.2908195,4.3628373
-1.2797105,-0.059035182,1.4038309,0.6139611,0.0,0.0,1.5563797,5.5089846
13.545298,3.7548275,14.106781,0.53620696,0.0,0.0,10.474167,6.5006375
-0.112418994,-0.30111516,0.14396179,0.050883494,0.0,0.8069937,0.7557387,0.48181587
0.014964849,0.10134861,-0.09834546,-0.28954315,0.0,0.3266995,1.6151248,4.943398
2.8705807,12.831986,-7.422518,-8.422701,0.0,0.0,0.0,9.161636
1.9212619,-0.13125572,2.3896677,0.38265264,0.0,0.0,10.5459385,13.181651
1.3066974,2.250079,-1.1998866,-1.7777001,0.0,0.0,4.50912,8.309251
0.67757195,20.067736,-11.4432,-11.934032,0.0,40.11717,0.0,42.084
0.61872286,0.23539856,0.23514721,-0.35244122,2.7037096,0.0,0.4099512,0.8490305
-0.2782456,-0.10010591,0.026795879,-0.08861066,1.7264044,0.0,0.74901044,0.16742665
0.8043945,-0.32592106,1.112415,0.1849989,0.0,6.6451955,0.9988979,14.476083
-0.04864284,-0.03646326,-0.017841578,-0.1919784,0.0,1.5188186,0.0,1.128166
-0.61908686,0.024558961,-0.031185195,-0.060849342,2.0201092,0.0,0.8625698,0.22810528
-0.16714072,0.5972065,-0.37269273,-0.5209037,0.0,0.0,4.965321,1.8278531
